Filename, 1_Team1 Won Toss, 2_Team2 Won Toss, 3_Team1 Home, 4_Team2 Home, 5_Team1 Away, 6_Team2 Away,  7_Team1 > 300, 8_Team1 < 200, 9_Team1 b/w 200 and 300, 10_Team2(till 25th over) >= 200, 11_Team2(till 25th over) b/w 200 and 150,  12_Team2(till 25th over) b/w 150 and 100, 13_Team2(till 25th over) < 100, 14_Team2 Wickets(till 25th over) <=2, 15_Team2 Wickets(till 25th over) b/w 2 and 4, 16_Team2 Wickets(till 25th over) b/w 4 and 6,  17_Team2 Wickets(till 25th over) > 6, 18_Team1 - Team2(Rank Diff): 1, 19_Team1 - Team2(Rank Diff): 2,  20_Team1 - Team2(Rank Diff): 3, 21_Team1 - Team2(Rank Diff): >=4,  22_Team2 - Team1(Rank Diff): 1, 23_Team2 - Team1(Rank Diff): 2, 24_Team2 - Team1(Rank Diff): 3,  25_Team2 - Team1(Rank Diff): >=4, 26_Team1 Won, Team 2 Won
249741.yaml, 1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
249241.yaml, 1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
742627.yaml, 1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
516206.yaml, 1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
587471.yaml, 1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
540169.yaml, 0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
335350.yaml, 1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
467884.yaml, 0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
416239.yaml, 0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
538069.yaml, 1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
903593.yaml, 1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
565814.yaml, 0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
522249.yaml, 0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
656413.yaml, 0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
249751.yaml, 0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
335347.yaml, 1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
247463.yaml, 0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
754753.yaml, 1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
433599.yaml, 1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
317581.yaml, 0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
403373.yaml, 1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
895811.yaml, 0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
317578.yaml, 0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
450107.yaml, 1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
483126.yaml, 0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
566924.yaml, 1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
249231.yaml, 1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
296907.yaml, 0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
792293.yaml, 1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
351685.yaml, 0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
336201.yaml, 0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
249379.yaml, 1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
251492.yaml, 1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
